收容所編號,名稱,縣市,鄉鎮,村里,門牌地址,類型,水災,震災,土石流,海嘯,救濟支站,無障礙設施,室內,室外,服務里別,容納人數,收容所面積（平方公尺）,聯絡人姓名,聯絡人連絡電話,管理人姓名,管理人連絡電話,備考,完整地址,longitude,latitude
SA105-0001,臺北市立民生國民中學,臺北市,松山區,新東里,新東街30巷1號,學校,Y,Y,N,N,Y,Y,Y,N,三民里、莊敬里、富錦里、富泰里、新東里、新益里,161,644,陳梅芬,02-27653433#300,高敏慧,02-27653433#111,活動中心3樓,臺北市松山區新東里新東街30巷1號,121.567329,25.059828
SA105-0002,臺北市松山區三民國民小學,臺北市,松山區,莊敬里,民權東路五段1號,學校,Y,Y,N,N,Y,Y,Y,N,莊敬里、新益里、富錦里、新東里,140,558.6,官聖政,02-27646080#231,羅永治,02-27646080#299,,臺北市松山區莊敬里民權東路五段1號,121.564276,25.063275
SA105-0003,臺北市立敦化國民中學,臺北市,松山區,中正里,南京東路三段300號,學校,Y,備用,N,N,Y,Y,Y,N,中華里、中正里、中崙里、吉仁里、美仁里、福成里、敦化里、復源里、松基里、復建里,253,1012,鄭忠興,02-87717890#250,周婉琦,02-87717890#611,活動中心4樓,臺北市松山區中正里南京東路三段300號,121.54679,25.051524
SA105-0004,臺北市松山區民生國民小學,臺北市,松山區,中華里,敦化北路199巷18號,學校,Y,備用,N,N,Y,Y,Y,N,龍田里、東勢里、東昌里、中華里、介壽里、精忠里,126,504,苗振華,02-27122452#830,楊玲珠,02-27122452#880,,臺北市松山區中華里敦化北路199巷18號,121.552039,25.05651
SA105-0005,民權公園,臺北市,松山區,東榮里,民權東路四段、民權國小附近,公園/綠地,Y,Y,N,N,N,Y,N,Y,全區,2465,27458,謝榮倫,02-25850192#222,楊國瑜,02-25850192#201,,臺北市松山區東榮里民權東路四段、民權國小附近,,
SA105-0006,臺北市松山運動中心,臺北市,松山區,中正里,敦化北路1號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,美仁里、中正里、中華里、敦化里,180,1797,賴威志,02-6617-6789#218,楊孔仁,02-2570-2330#6429,,臺北市松山區中正里敦化北路1號,121.546291,25.050001
SA105-0007,臺北田徑場,臺北市,松山區,中正里,敦化北路3號,體育場館/運動中心,Y,備用,N,N,Y,N,N,Y,美仁里、中正里、中華里、敦化里、東勢里,440,1760,黄建涵,02-25702330#6541,黄建涵,02-25702330#6541,,臺北市松山區中正里敦化北路3號,121.546288,25.049904
SA105-0008,臺北體育館,臺北市,松山區,中正里,南京東路四段10號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,美仁里、中正里、中華里、敦化里、復建里、東勢里、復勢里,1000,4000,李坊勻,02-25702330#6552,李坊勻,02-25702330#6552,,臺北市松山區中正里南京東路四段10號,121.555533,25.053221
SA105-0009,臺北市立中山國民中學,臺北市,松山區,民有里,復興北路361巷7號,學校,Y,備用,N,N,Y,Y,Y,N,民有里、松基里、民福里,278,1110,蔡戊己,02-27126701#501,吳明峰,02-27126701#101,,臺北市松山區民有里復興北路361巷7號,121.545533,25.06054
SA105-0010,臺北市立中崙高級中學,臺北市,松山區,吉祥里,八德路四段101號,學校,Y,備用,N,N,Y,Y,Y,N,復建里、復勢里、東光里、吉祥里、新聚里、復盛里,300,1219.7,林雨潔,02-27535316#400,吳銘祥,02-27535316#100,,臺北市松山區吉祥里八德路四段101號,121.561036,25.048677
SA105-0036,臺北市立圖書館民生分館,臺北市,松山區,精忠里,臺北市松山區敦化北路199巷5號4、5樓,圖書館,Y,N,N,N,Y,Y,Y,N,全區,50,200,分館主任：林君諭,02-27138083,分館主任：林君諭,02-27138083,,臺北市松山區敦化北路199巷5號4、5樓,121.551413,25.056742
SA105-1011,臺北市立介壽國民中學,臺北市,松山區,介壽里,延壽街401號,學校,Y,備用,N,N,Y,Y,Y,N,介壽里、東榮里、東昌里、東勢里、龍田里、精忠里、復勢里、中華里,144,576,賴佳虹,02-27664496#500,陳建廷,02-27664496#288,,臺北市松山區介壽里延壽街401號,121.556526,25.056406
SA105-1012,臺北市松山區民族國民小學,臺北市,松山區,精忠里,民生東路四段97巷7號,學校,Y,備用,N,N,Y,Y,Y,N,精忠里、民有里、松基里、民福里,40,116,黃國榮,02-27124872#935,吳政哲,02-27124872#910,,臺北市松山區精忠里民生東路四段97巷7號,121.55168,25.05885
SA105-1013,臺北市立西松高級中學,臺北市,松山區,鵬程里,臺北市松山區健康路325巷7號,學校,N,備用,N,N,Y,Y,Y,N,安平里、自強里、鵬程里、東光里、吉祥里、新聚里、復盛里,300,1222,施柏豪,02-25286618#111,陳雅萍,02-25286618#101,活動中心2樓,臺北市松山區健康路325巷7號,121.567099,25.055571
SA105-1014,臺北市松山區西松國民小學,臺北市,松山區,東光里,三民路5號,學校,N,備用,N,N,Y,Y,Y,N,新聚里、安平里、吉祥里、東光里、復盛里、鵬程里,47,187.52,吳崇西,02-27609221#500,胡慧宜,02-27609221#100,,臺北市松山區東光里三民路5號,121.56344,25.058039
SA105-1015,臺北市松山區松山國民小學,臺北市,松山區,慈祐里,八德路四段746號,學校,N,備用,N,N,Y,Y,Y,N,慈祐里、新東里,95,1289.54,江欣穎,02-27672907#630,陳冠英,02-27672907#601,活動中心2樓,臺北市松山區慈祐里八德路四段746號,121.579101,25.051169
SA105-1016,臺北市松山區健康國民小學,臺北市,松山區,自強里,延壽街168號,學校,N,備用,N,N,Y,Y,Y,N,自強里、三民里、富泰里、鵬程里、介壽里、龍田里,150,594,江艾謙,02-25282814#131,張禎娟,02-25282814#100,,臺北市松山區自強里延壽街168號,121.56292,25.056622
SA105-1017,敦化國小,臺北市,松山區,中正里,敦化北路2號,學校,Y,備用,N,N,Y,Y,Y,N,美仁里、吉仁里、中崙里、敦化里、福成里、復源里、復建里、復勢里、中正里、松基里、中華里,56,900,駱奕穎,02-27414065#130,劉建男,02-27414065#160,活動中心3樓,臺北市松山區中正里敦化北路2號,121.548538,25.049104
SA105-1018,臺北市松山區民權國民小學,臺北市,松山區,三民里,民權東路四段200號,學校,Y,Y,N,N,Y,Y,Y,N,東榮里、三民里、富泰里、富錦里、新東里,80,588,劉昶讓,02-27652327#650,李承華,02-27652327#688,活動中心4樓,臺北市松山區三民里民權東路四段200號,121.562295,25.062508
SA105-1019,中正區民活動中心,臺北市,松山區,中正里,臺北市松山區長安東路2段229號11樓,活動中心,Y,N,N,N,Y,Y,Y,N,中華里、美仁里、中崙里、福成里、松基里,112,449.59,張元儒,02-87878787#815,張元儒,02-87878787#815,,臺北市松山區長安東路2段229號11樓,121.545041,25.048238
SA105-1020,民有區民活動中心,臺北市,松山區,民有里,臺北市松山區民權東路三段140巷15號4、5樓,活動中心,Y,N,N,N,Y,Y,Y,N,精忠里、松基里、民福里,196,955.38,張元儒,02-87878787#815,張元儒,02-87878787#815,4樓禮堂124人；5樓自習室72人。,臺北市松山區民權東路三段140巷15號4、5樓,121.546742,25.060501
SA105-1021,自強區民活動中心,臺北市,松山區,自強里,臺北市松山區三民路35巷9號,活動中心,N,N,N,N,Y,Y,Y,N,鵬程里、龍田里、安平里、東光里、富泰里、三民里,68,307.44,張元儒,02-87878787#815,張元儒,02-87878787#815,,臺北市松山區三民路35巷9號,121.562472,25.05532
SA105-1022,慈祐區民活動中心,臺北市,松山區,慈祐里,臺北市松山區八德路4段568號,活動中心,N,N,N,N,Y,Y,Y,N,新聚里、新東里,55,218.18,張元儒,02-87878787#815,張元儒,02-87878787#815,,臺北市松山區八德路4段568號,121.553525,25.048718
SA105-1023,鵬程區民活動中心,臺北市,松山區,鵬程里,臺北市松山區健康路399號3樓,活動中心,N,備用,N,N,Y,Y,Y,N,新東里、自強里、安平里、富泰里,161,647.94,張元儒,02-87878787#815,張元儒,02-87878787#815,111年完成大樓耐震補強工程施作。,臺北市松山區健康路399號3樓,121.568856,25.054603
SA105-1024,南京復興站,臺北市,松山區,中正里,臺北市松山區南京東路3段253號,捷運站體,Y,N,N,N,Y,Y,Y,N,全區,1270,5083,臺北捷運公司值班站長,25505600#5182,臺北捷運公司值班站長,25505600#5182,,臺北市松山區南京東路3段253號,121.547529,25.051024
SA105-1025,臺北市市場處嘟嘟房敦北頂好站停車場,臺北市,松山區,精忠里,臺北市松山區敦化北路199巷5號地下1樓,市場/停車場,Y,N,N,N,Y,Y,Y,N,全區,253,1014.96,市場處輔導科蔡如茵,02-2550-5220#5006,市場處輔導科蔡如茵,02-2550-5220#5006,民生超市,臺北市松山區敦化北路199巷5號地下1樓,121.551413,25.056742
SA105-1026,臺北市立圖書館三民分館,臺北市,松山區,三民里,臺北市松山區民生東路五段163-1號5、6樓,圖書館,Y,N,N,N,Y,Y,Y,N,全區,70,280,分館主任：黃采瑜,02-27600408,分館主任：黃采瑜,02-27600408,,臺北市松山區民生東路五段163-1號5、6樓,121.558259,25.059636
SA105-1027,臺北市立圖書館中崙分館,臺北市,松山區,中正里,臺北市松山區長安東路二段229號7-10樓,圖書館,Y,N,N,N,Y,Y,Y,N,全區,37,148,分館主任：許淑莉,02-87736858,分館主任：許淑莉,02-87736858,,臺北市松山區長安東路二段229號7-10樓,121.54517,25.048368
SA105-1029,臺北市立圖書館松山分館(暫停用),臺北市,松山區,慈祐里,臺北市松山區八德路四段688號5-8樓,圖書館,N,N,N,N,Y,Y,Y,N,全區,俟搬遷後重新評估,俟搬遷後重新評估,分館主任：林佳穎,02-27531875,分館主任：林佳穎,02-27531875,圖書館:1.可收容人數不足30人，另即將安排建物拆除，建議撤除。2.尚待市府規劃後續搬遷位置。本府回復:同意貴分館暫時解除任務，俟規劃搬遷位置後回任收容所任務,臺北市松山區八德路四段688號5-8樓,121.57688,25.04986
SA105-1030,臺北市立圖書館啟明分館,臺北市,松山區,中華里,臺北市松山區敦化北路155巷76號,圖書館,Y,N,N,N,Y,Y,Y,N,全區,100,500,分館主任：陳建德,02-25148443,分館主任：陳建德,02-25148443,,臺北市松山區敦化北路155巷76號,121.551471,25.05432
SA105-1031,臺北市市場處龍城市場地下停車場,臺北市,松山區,龍田里,臺北市松山區光復北路190巷39號,市場/停車場,N,N,N,N,Y,Y,Y,N,全區,879,3517.24,市場處市場科許舜傑,02-25505220#2117,市場處市場科許舜傑,02-25505220#2117,,臺北市松山區光復北路190巷39號,121.554211,25.054682
SA105-1032,民生公園,臺北市,松山區,介壽里,民生東路五段36巷4弄與8弄間.,公園/綠地,Y,Y,N,N,N,Y,N,Y,全區,1554,26250,謝榮倫,02-25850192#222,楊國瑜,02-25850192#201,,臺北市松山區介壽里民生東路五段36巷4弄與8弄間.,,
SA106-0001,臺北市民族實驗國中,臺北市,大安區,學府里,羅斯福路四段113巷13號,學校,N,備用,N,N,Y,Y,Y,N,古風里、古莊里、龍泉里、學府里、大學里、龍淵里、龍坡里、黎和里,139,558,魏秀恬,02-27322935#231,洪錫璿,02-27322935#201,,臺北市大安區學府里羅斯福路四段113巷13號,121.538832,25.011184
SA106-0002,臺北市大安區大安國民小學,臺北市,大安區,芳和里,臥龍街129號,學校,Y,備用,N,N,Y,Y,Y,N,黎和里、黎孝里、黎元里、芳和里、臥龍里、虎嘯里、臥龍里、臥龍里、學府里、黎和里,152,608,劉正山,02-27322332#831,連世驊,02-27322332#899,,臺北市大安區芳和里臥龍街129號,121.550612,25.01903
SA106-0003,臺北市立龍門國民中學,臺北市,大安區,龍門里,建國南路二段269號,學校,Y,Y,N,N,Y,Y,Y,N,龍門里、龍坡里、龍生里、新龍里、大學里、臥龍里、龍淵里、龍泉里,319,1277,江孟純,02-27330299#1411,洪國峰,02-27330299#1101,,臺北市大安區龍門里建國南路二段269號,121.538027,25.0249
SA106-0004,臺北市大安區幸安國民小學,臺北市,大安區,民炤里,仁愛路3段22號,學校,Y,Y,N,N,Y,Y,Y,N,民炤里、和安里、民輝里、龍圖里,183,733,許佳琪,02-27074191#3300,曾振富,02-27074191#3000,,臺北市大安區民炤里仁愛路3段22號,121.535893,25.036017
SA106-0005,大安森林公園,臺北市,大安區,龍門里,台北市大安區新生南路二段1號,公園/綠地,Y,Y,N,N,N,Y,N,Y,全區,37949,259354,陳煌耀,02-23032451,陳煌耀,02-23032451,,台北市大安區新生南路二段1號,121.532596,25.031795
SA106-0006,臺北市大安運動中心,臺北市,大安區,臥龍里,辛亥路三段55號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,龍淵、臥龍里,389,2789,蕭幼麟,02-2377-0300#168,林欣儀,02-2570-2330#6424,,臺北市大安區臥龍里辛亥路三段55號,121.545719,25.022385
SA106-0007,臺北市立大安高級工業職業學校,臺北市,大安區,龍圖里,復興南路2段52號,學校,Y,備用,N,N,Y,Y,Y,N,龍圖、仁慈、住安里,100,2035.38,詹宓錫,02-27091630#1401,楊益强,02-27091630#1001,,臺北市大安區龍圖里復興南路2段52號,121.543887,25.029094
SA106-0008,臺北市立大安國民中學,臺北市,大安區,龍雲里,臺北市大安區大安路二段63號,學校,N,備用,N,N,Y,Y,Y,N,住安里、義安里、通化里、群英里、群賢里、龍陣里、龍雲里、龍圖里、全安里、臨江里、法治里、龍生里,100,776,林佑忠,02-27557131#103  ,蔣佳良,02-27557131#168,,臺北市大安區大安路二段63號,121.546194,25.030764
SA106-0009,臺北市大安區仁愛國民小學,臺北市,大安區,敦安里,安和路一段60號,學校,N,備用,N,N,Y,Y,Y,N,光武里、建安里、建倫里、敦煌里、敦安里、通化里、通安里、德安里、仁慈里、義安里、仁愛里、光信里、車層里、通安里,350,490,周本師,02-27095010#401,林其賢,02-27095010#101,,臺北市大安區敦安里安和路一段60號,121.552384,25.035793
SA106-0010,臺北市立仁愛國民中學,臺北市,大安區,敦安里,仁愛路四段130號,學校,N,備用,N,N,Y,Y,Y,N,建安里、敦安里、德安里、敦煌里、建倫里、光信里、車層里、仁愛里、通安里、正聲里、華聲里、仁愛里、光武里,125,900,朱美銀,02-23255823#1168,周婉玲,02-23255823#1101,,臺北市大安區敦安里仁愛路四段130號,121.55068,25.037502
SA106-0011,臺北市大安區公館國民小學,臺北市,大安區,學府里,基隆路四段41巷68弄2號,學校,N,備用,N,N,Y,Y,Y,N,學府里、學府里、龍淵里,50,108,章宏智,02-27351734#230,廖傑隆,02-27351734#200,,臺北市大安區學府里基隆路四段41巷68弄2號,121.542865,25.012418
SA106-0012,臺北市大安區古亭國民小學,臺北市,大安區,古風里,羅斯福路三段201號,學校,N,備用,N,N,Y,Y,Y,N,古風里、古莊里、大學里、龍泉里,200,840,蔡逸珮,02-23639795#831,邢小萍,02-23639795#888,,臺北市大安區古風里羅斯福路三段201號,121.528482,25.020671
SA106-0013,臺北市立和平高級中學,臺北市,大安區,芳和里,臥龍街100號,學校,Y,備用,N,N,Y,Y,Y,N,虎嘯里、臥龍里、芳和里、全安里、法治里、臨江里、龍淵里,300,2360,施振裕,27324300#150,温宥基,27324300#101,,臺北市大安區芳和里臥龍街100號,121.551928,25.020966
SA106-0014,臺北市芳和實驗中學,臺北市,大安區,芳和里,臥龍街170號,學校,N,備用,N,N,Y,Y,Y,N,黎和里、黎孝里、黎元里、芳和里、學府里,50,150,黃清勇,02-27321961#501,黃琬茹,02-27321961#101,,臺北市大安區芳和里臥龍街170號,121.550302,25.018703
SA106-0015,臺北市大安區金華國民小學,臺北市,大安區,永康里,愛國東路79巷11號,學校,N,備用,N,N,Y,Y,Y,N,光明里、永康里、錦泰里、錦華里、錦安里、龍安里、福住里,84,710,張寬讚,02-23917402#830,鄭盛元,02-23917402#800,,臺北市大安區永康里愛國東路79巷11號,121.527759,25.032252
SA106-0016,臺北市立金華國民中學,臺北市,大安區,福住里,新生南路二段32號,學校,N,備用,N,N,Y,Y,Y,N,永康里、福住里、龍安里、錦安里、龍圖里、民炤里、龍坡里、龍泉里、古風里、古莊里、龍淵里、新龍里、龍生里,300,1433,許珮甄,02-33931799#501,黃啟清,02-33931799#101,,臺北市大安區福住里新生南路二段32號,121.530443,25.030994
SA106-0017,臺北市大安區建安國民小學,臺北市,大安區,龍雲里,大安路二段99號,學校,N,備用,N,N,Y,Y,Y,N,群英里、群賢里、全安里、法治里、龍陣里、龍雲里、住安里、義安里、治里、新龍里、龍圖里、臥龍里,30,150,賈維嫆,02-27077119#821,蕭如君,02-27077119#820,,臺北市大安區龍雲里大安路二段99號,121.546147,25.029387
SA106-0018,臺北市大安區新生國民小學,臺北市,大安區,龍安里,新生南路二段36號,學校,Y,備用,N,N,Y,Y,Y,N,福住里、錦安里、龍安里,414,912.6,魏雅彤,02-23913122#231,李雪鳳,02-23913122#201,,臺北市大安區龍安里新生南路二段36號,121.533462,25.030405
SA106-0019,臺北市大安區銘傳國民小學,臺北市,大安區,學府里,羅斯褔路四段21號,學校,N,備用,N,N,Y,Y,Y,N,學府里,161,760,吳家蓁,02-23639815#16,卓家意,02-23639815#10,,臺北市大安區學府里羅斯褔路四段21號,121.53958,25.013054
SA106-0020,台北市大安區龍安國民小學,臺北市,大安區,龍門里,新生南路三段33號,學校,Y,備用,N,N,Y,Y,Y,N,龍坡里、大學里、龍生里、龍門里、龍泉里、古莊里、龍安里、新龍里、臥龍里,31,251,張芳旗,02-23632077#730,鄭福來,02-23632077#766,,臺北市大安區龍門里新生南路三段33號,121.536849,25.025044
