serialnumber,provide_contain,provide_shelter,provide_goods,no,countycode,name,district,areacode,village,address,floor,service_village,contact_person,contact_cellphone,suit_for_weak,person,floorspacebuildingothers,floorspacebuildingfactory,suit_for_flood,suit_for_mudflow,suit_for_eqrthquake,suit_for_tsunami,standing_shelter,longitude,latitude
77,是,是,是,SF235-0001,65000,中和區公所,中和區,65000030,漳和里,新北市中和區漳和里景平路634之2號,6樓禮堂,新南里、南山里、瓦里、錦昌里、錦和里、德行里、中山里、碧河里、正行里、連河里、連城里、枋寮里、漳和里,張雅婷,910793781.0,是,65.5,262,0.0,是,是,是,是,是,121.4993,24.999388
78,是,是,否,SF235-0002,65000,中和國小,中和區,65000030,漳和里,新北市中和區漳和里中和路100號,迎曦樓地下室表演廳、仁愛樓地下室、明義樓一樓視聽教室     ,中原里、連和里、連城里、力行里、枋寮里、漳和里、廟美里、福真里、福善里、福美里、福祥里、瓦里、福和里、佳和里、安樂里、新南里、南山里、德行里、中山里、碧河里、正行里,金朱慶,958938820.0,是,1669.5,1128,11100.0,是,是,是,是,是,121.501611,24.99986
79,是,是,否,SF235-0003,65000,南山高中,中和區,65000030,枋寮里,新北市中和區枋寮里廣福路41號,自強、行健大樓地下一樓、行健三樓體育館、自強八樓閱覽室,連和里、連城里、力行里、枋寮里、漳和里、廟美里、福真里、福善里、福美里、福祥里、瓦里、福和里、佳和里、安樂里、安平里、中安里、泰安里、宜安里、安順里,吳國松,933168784.0,是,1718.25,6123,1500.0,是,是,是,是,是,121.503448,25.001629
80,是,是,否,SF235-0004,65000,漳和國中,中和區,65000030,枋寮里,新北市中和區枋寮里廣福路39號,信義樓地下室、和平樓地下室,福和里、安樂里、安和里、安平里、中安里、泰安里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀水里、宜安里、安順里、秀義里、秀士里,楊曉媚,920113914.0,是,709.5,588,4500.0,是,是,是,是,是,121.505531,25.002673
81,是,是,否,SF235-0005,65000,秀山國小,中和區,65000030,秀山里,新北市中和區秀山里立人街2號,松華樓、幼兒園地下室、勤學樓地下室,安和里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀水里、秀義里、秀士里,朱怡盈,934190496.0,是,4198.75,9245,15100.0,是,是,是,是,是,121.520855,24.994286
82,是,是,否,SF235-0006,65000,景新國小,中和區,65000030,景南里,新北市中和區景南里景新街467巷37號,活動中心籃球場、風雨操場,安和里、安平里、中安里、泰安里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀義里、東南里、崇南里、景南里、景平里、景新里、秀水里、宜安里、安順里、秀士里、興南里、景本里,陳秉羲,937876764.0,是,867.5,1336,4268.0,是,是,是,是,是,121.514994,24.9893
83,是,是,否,SF235-0007,65000,中和國中,中和區,65000030,忠孝里,新北市中和區忠孝里興南路2段3巷17號,育樂中心1樓、舞蹈教室─小和平樓3樓、演藝廳─小和平樓1樓,頂南里、華新里、東南里、華南里、忠孝里、崇南里、景南里、橫路里、內南里、壽南里、外南里、復興里、和興里、景平里、景新里、景福里、興南里、景本里、福南里、正南里,陳芝仙,937513516.0,是,900.0,1100,5000.0,是,是,是,是,是,121.51206,24.98678
84,是,是,否,SF235-0008,65000,復興國小,中和區,65000030,中興里,新北市中和區中興里復興路301巷6號,體育館-綜合大樓4樓、畢卡索活動中心-4樓、會議室-綜合館2樓,外南里、復興里、和興里、景安里、景文里、福南里、中興里、吉興里,謝旻珊,922715569.0,是,899.625,2226,2745.0,是,是,否,是,是,121.50126,24.990019
85,是,是,否,SF235-0009,65000,華夏科技大學,中和區,65000030,華新里,新北市中和區華新里工專路111號,聚鈺樓2、3樓、教學大樓右側2.3樓,頂南里、華新里、華南里、忠孝里、橫路里、內南里、正南里,李隆盛,939154047.0,是,440.0,1760,0.0,是,是,是,是,是,121.507733,24.980586
86,是,是,否,SF235-0010,65000,錦和高中,中和區,65000030,錦中里,新北市中和區錦中里錦和路163號,樂活館、演藝廳,仁和里、中正里、建和里、力行里、錦和里、錦昌里、灰里、德行里、中山里、碧河里、錦中里、錦盛里、正行里,袁熒助,928895400.0,是,1680.5,2722,8000.0,是,是,是,是,是,121.491089,24.99254
87,是,是,否,SF235-0011,65000,積穗國中,中和區,65000030,嘉新里,新北市中和區嘉新里民安街66號,活動中心-明道樓3樓、大會議室-明道樓3樓、導師會議室-明道樓2樓,平河里、信和里、積穗里、民享里、員山里、嘉穗里、文元里、嘉新里、民安里、安穗里、瑞穗里、明穗里、清穗里、自強里、德穗里、民生里、國光里、壽德里、民有里、員富里、嘉穗里、冠穗里、國華里,張武雄,937469590.0,是,504.75,1619,800.0,是,是,是,是,是,121.47978,25.000399
88,是,是,否,SF235-0012,65000,積穗國小,中和區,65000030,文元里,新北市中和區文元里員山路154號,活動中心、視聽教室,平河里、信和里、仁和里、中正里、建和里、灰里、積穗里、員山里、嘉穗里、文元里、嘉新里、安穗里、錦中里、錦盛里、員富里、嘉慶里,王彥邦,,是,425.0,890,1620.0,是,是,是,是,是,121.481869,24.999283
89,是,是,否,SF235-0013,65000,自強國小,中和區,65000030,自強里,新北市中和區自強里莒光路200號,大禮堂-活動中心3樓、視聽教室-活動中心2樓、活動中心防空避難室,民享里、瑞穗里、明穗里、清穗里、自強里、德穗里、民生里、國光里、壽德里、明德里、民有里、員富里、冠穗里、國華里,林武城,933902824.0,是,5163.0,2411,36482.0,是,是,是,是,是,121.4727,24.999348
90,是,是,否,SF235-0014,65000,自強國中,中和區,65000030,明穗里,新北市中和區明穗里莒光路191號,彩虹廣場、B棟1樓,積穗里、民享里、員山里、嘉新里、民安里、安穗里、瑞穗里、明穗里、清穗里、自強里、德穗里、民生里、國光里、壽德里、明德里、民有里、冠穗里、國華里,蔡世貞,921966355.0,是,695.5,1666,2232.0,是,是,是,是,是,121.471813,24.997742
91,是,是,否,SF235-0015,65000,興南國小,中和區,65000030,忠孝里,新北市中和區忠孝里興南路1段135巷24號,防空避難室-仁愛樓B1、 停車場間防空避難室、和平樓B1、桌球教室管樂教室、忠孝樓B1,東南里、華南里、忠孝里、崇南里、景南里、壽南里、景平里、景新里、景福里、景安里、景文里、興南里、景本里、中興里、吉興里,許義傑,939310208.0,是,1016.5,2371,3390.0,是,是,是,是,是,121.51206,24.98678
92,是,是,否,SF235-0016,65000,光復國小,中和區,65000030,中原里,新北市中和區中原里光環路2段1號,B2體育館-中央梯、B2網球場,中原里,徐秀怡,919518668.0,是,581.625,1551,1551.0,是,是,是,是,否,121.492134,25.008318
93,是,是,否,SF235-0017,65000,錦和國小,中和區,65000030,錦中里,新北市中和區錦中里圓通路292號,大辦室-三民樓一樓、三樓會議室、視聽教室,中正里、建和里、錦和里、錦昌里、錦中里、錦盛里,李靜瑀,923506723.0,是,222.75,466,850.0,是,是,是,是,否,121.489565,24.98947
94,是,是,否,SF235-0018,65000,中和高中,中和區,65000030,嘉慶里,新北市中和區嘉慶里連城路460號,活動中心、行政大樓地下室、至誠樓地下室,平河里、信和里、仁和里、灰里、嘉穗里、文元里、民安里、明德里、嘉慶里,劉添喜,937885389.0,是,2827.5,4471,13678.0,是,是,是,是,否,121.478344,24.993985
95,是,是,否,SF235-0019,65000,竹林中學,中和區,65000030,華新里,新北市中和區華新里華新街143巷12號,3樓 竹林中學活動中心、六樓 校史館-春融科技大樓、7樓 K書中心-春融科技大樓,頂南里、華新里、橫路里、內南里、正南里,王柏堯,911916763.0,是,425.25,1353,696.0,是,是,是,是,否,121.505962,24.980946
96,是,是,否,SF235-0020,65000,山北市民活動中心,中和區,65000030,福美里,新北市中和區福美里莊敬路49巷29弄2號,1樓,中原里、福真里、福善里、福美里、福祥里、佳和里,林綉琪,921292665.0,是,92.75,371,0.0,是,是,是,是,否,121.501682,25.00646
97,是,是,否,SF235-0021,65000,復興大樓,中和區,65000030,外南里,新北市中和區外南里南山路236號6樓,6樓閱覽室,壽南里、復興里、外南里、和興里、景福里、景文里、景安里、福南里、中興里、吉興里,林綉琪,921292665.0,否,25.0,100,0.0,是,是,是,是,否,121.505768,24.988905
98,是,是,否,SF235-0022,65000,鶴齡交誼中心,中和區,65000030,廟美里,新北市中和區廟美里廟美街6巷3號,2樓、4樓,廟美里、新南里、南山里,林綉琪,921292665.0,是,82.5,330,0.0,是,是,是,是,否,121.501207,25.001522
99,是,是,否,SF235-0023,65000,錦和運動公園,中和區,65000030,錦中里,新北市中和區錦中里錦和路350號（錦和路-和城路間）,公園,仁和里、中正里、建和里、力行里、錦和里、錦昌里、灰里、德行里、中山里、碧河里、錦中里、錦盛里、正行里,連雅芬,919948800.0,是,2732.0,0,21856.0,是,是,是,是,是,,
100,是,是,否,SF235-0024,65000,中和公園,中和區,65000030,中安里,新北市中和區中安里中安街6號,公園,福和里、安樂里、安和里、安平里、中安里、泰安里、秀山里、秀成里、秀福里、秀景里、秀明里、秀峰里、秀仁里、秀水里、宜安里、安順里、秀義里、秀士里,王振恩,958010425.0,是,1660.0,0,13280.0,是,是,是,是,是,121.513509,25.003446
101,是,是,否,SF234-0001,65000,民權市民活動中心,永和區,65000040,民族里,新北市永和區民族里民權路60號,4樓,民治里、永元里、永安里、民族里、民權里、潭墘里、潭安里、民本里、智光里、民生里、秀得里、民富里、秀元里,陳冠叡,903866510.0,是,170.0,680,0.0,是,是,是,是,是,121.519921,24.998018
102,是,是,否,SF234-0002,65000,忠孝市民活動中心,永和區,65000040,頂溪里,新北市永和區頂溪里忠孝街26巷8號,4及5樓,文化里、永成里、勵行里、上溪里、河堤里、頂溪里、光復里、復興里、新廍里、網溪里,陳冠叡,903866510.0,是,375.0,1500,0.0,是,是,是,是,是,121.515312,25.016856
103,是,是,否,SF234-0003,65000,網溪國小,永和區,65000040,上林里,新北市永和區上林里竹林路79號,一、群英館2樓二、群英館1樓三、活力館2樓,豫溪里、中興里、竹林里、上林里、正興里、永興里、桂林里、光復里、復興里、中興里、網溪里、勵行里、上林里、桂林里、正興里、永興里,林嘉怡,919439939.0,否,350.0,1000,800.0,是,是,是,是,否,121.51934,25.012936
104,是,是,否,SF234-0004,65000,竹林小學,永和區,65000040,勵行里,新北市永和區勵行里竹林路34號,一、南大樓四樓圖書室二、北四樓自然科教室三、北四樓綜合教室,中興里、勵行里、光復里、復興里、上林里、網溪里、正興里、永興里、桂林里、後溪里,魯文雯,916037132.0,否,154.0,72,1092.0,是,是,是,是,否,121.51731,25.014492
105,是,是,否,SF234-0005,65000,頂溪國小,永和區,65000040,文化里,新北市永和區文化里文化路133號,一、東棟2樓大禮堂二、彩虹樓4樓多功能教室三、彩虹樓1樓幼兒園,文化里、仁愛里、永成里、忠義里、中溪里、上溪里、新生里、大同里、新廍里、下溪里、信義里、後溪里、和平里,蕭宏達,930256676.0,是,408.0,1632,0.0,否,是,是,是,否,121.508896,25.015219
106,是,是,否,SF234-0006,65000,莊敬高職永和校區,永和區,65000040,復興里,新北市永和區復興里博愛街36號,一、體育館二、3樓304訊一莊教室三、3樓305訊三莊教室,光復里、復興里、中興里、網溪里、勵行里、上林里、桂林里、正興里、永興里,李康榮,922499098.0,是,249.0,811,377.0,是,是,是,是,是,121.519286,25.015778
107,是,是,否,SF234-0007,65000,及人小學,永和區,65000040,新廍里,新北市永和區新廍里文化路172號,一、紫光樓1樓A101二、紫光樓1樓A102三、紫光樓1樓A103,新廍里、文化里、仁愛里、永成里、忠義里、河堤里、頂溪里、上溪里、新生里、下溪里、信義里,許柄煇,930383880.0,是,78.0,210,210.0,否,是,是,是,否,121.511756,25.015755
108,是,是,否,SF234-0008,65000,永平高中,永和區,65000040,保安里,新北市永和區保安里永平路205號,一、中正體育館二、綜合大樓3樓活動中心三、圖書館5樓演藝廳,豫溪里、保安里、中溪里、協和里、保平里、新生里、大同里、前溪里、和平里、下溪里、信義里、保順里、仁愛里、忠義里、後溪里,張森菱,922177655.0,是,1744.0,1918,10125.0,是,是,是,是,否,121.50656,25.010208
109,是,是,否,SF234-0009,65000,復興商工,永和區,65000040,得和里,新北市永和區得和里秀朗路1段201號,一、第6教學大樓1樓(601~604)二、第7教學大樓1樓(701~702)三、第3教學大樓1樓(301~304),永安里、大新里、福和里、得和里、店街里、永樂里、永元里、雙和里、安和里、協和里、水源里,馬子俊,988699773.0,是,810.0,740,5000.0,是,是,是,是,否,121.52431,25.004147
110,是,是,否,SF234-0010,65000,永和國小,永和區,65000040,潭墘里,新北市永和區潭墘里秀朗路1段120號,一、至善樓地下室演藝廳二、仁愛樓1樓會議室三、永和樓地下室桌球室,潭墘里、永安里、潭安里、大新里、雙和里、安和里、水源里、店街里、永樂里、得和里、民治里、民權里、保平里、福和里,賴姿璇,956156298.0,是,302.0,727,975.0,是,是,是,是,否,121.52431,25.004147
111,是,是,否,SF234-0011,65000,秀朗國小,永和區,65000040,民權里,新北市永和區民權里得和路202號,一、教學大樓1F-室內羽球場二、教學大樓5F-禮堂三、仁棟2F大辦公室,民權里、永元里、民本里、民生里、秀得里、民富里、秀元里、民樂里、民治里、民族里、秀林里、勵行里、得和里、智光里、秀朗里,楊忠彬,926181720.0,是,550.0,202,4000.0,是,是,是,是,否,121.522726,24.999328
112,是,是,否,SF234-0012,65000,永和國中,永和區,65000040,秀和里,新北市永和區秀和里國中路111號,一、力行體育館二、函詠樓5樓三、韻律教室-自強樓地下室B1,秀和里、河濱里、永福里、福林里、永貞里、秀林里、秀朗里、秀成里、竹林里、豫溪里、光明里、民樂里,呂旭川,937121614.0,是,1094.0,3069,2616.0,是,是,是,是,否,121.523828,25.006559
