收容所編號,名稱,縣市,鄉鎮,村里,門牌地址,類型,水災,震災,土石流,海嘯,救濟支站,無障礙設施,室內,室外,服務里別,容納人數,收容所面積（平方公尺）,聯絡人姓名,聯絡人連絡電話,管理人姓名,管理人連絡電話,備考,完整地址
SA116-0027,臺北市立實踐國民中學,臺北市,文山區,樟林里,辛亥路七段67號,學校,N,備用,N,N,Y,N,Y,N,老泉里、華興里、試院里、樟林里、樟新里、樟腳里、樟文里、樟樹里、明義里,300,1039,黃朝楠,02-22362852#150,莊玫欣,02-22362852#111,,臺北市文山區樟林里辛亥路七段67號
SA116-0028,臺北市文山區興華國民小學,臺北市,文山區,興光里,興隆路三段125巷6號,學校,N,備用,N,N,Y,Y,Y,N,興家里、興得里、興光里,30,180,呂昌諭,02-22393070#130,陳文祥,02-22393070#100,,臺北市文山區興光里興隆路三段125巷6號
SA116-0029,臺北市文山區興隆國民小學,臺北市,文山區,興旺里,福興路2號,學校,Y,備用,N,N,Y,Y,Y,N,興旺里、興泰里、興業里、興邦里、興得里,133,864,陳昭宇,02-29323131#511,李一聖,02-29323131#631,,臺北市文山區興旺里福興路2號
SA116-0030,臺北市立興福國民中學,臺北市,文山區,興旺里,福興路80號,學校,N,備用,N,N,Y,Y,Y,N,興旺里、興泰里、興業里、興安里、興邦里、景東里、興豐里、興福里、萬盛里、萬芳里、萬美里、博嘉里,300,837,林晋志,02-29322024#400,莊富西,02-29322024#100,,臺北市文山區興旺里福興路80號
SA116-0031,臺北市文山區興德國民小學,臺北市,文山區,興邦里,興隆路二段235號,學校,Y,備用,N,N,Y,Y,Y,N,興豐里、興安里、興邦里、興豐里、興業里、興邦里、興旺里,30,135,黃衍添,02-29329431#37,林碧雲,02-29329431#66,,臺北市文山區興邦里興隆路二段235號
SA116-0032,興隆公園,臺北市,文山區,興業里,興隆路二段154巷與仙岩路交叉口.,公園/綠地,Y,Y,N,N,N,Y,N,Y,全區,1290,14862,陳立炎,02-22300340,陳立炎,02-22300340,,臺北市文山區興業里興隆路二段154巷與仙岩路交叉口.
SA116-0033,臺北市市場處木柵市場地下停車場,臺北市,文山區,木新里,臺北市文山區保儀路13巷3號,市場/停車場,Y,N,N,N,Y,Y,Y,N,全區,315,1263,市場處市場科林佳穎,02-25505220#2145,市場處市場科林佳穎,02-25505220#2145,,臺北市文山區保儀路13巷3號
SA116-0034,臺北市市場處木新市場地下停車場,臺北市,文山區,樟文里,臺北市文山區木新路三段310巷4號,市場/停車場,N,N,N,N,Y,Y,Y,N,全區,450,1800,市場處市場科林佳穎,02-25505220#2145,市場處市場科林佳穎,02-25505220#2145,,臺北市文山區木新路三段310巷4號
SA116-0035,木新區民活動中心(暫停用),臺北市,文山區,樟文里,臺北市文山區木新路三段310巷4號2樓、2樓之1,活動中心,N,N,N,N,Y,N,N,N,無,204,626.76,薛湘瀅,02-29365522#207,薛湘瀅,02-29365522#207,區公所:室內無法使用。本府回復:同意暫時解除任務，俟木新區民活動中心新建後回任，本案持續列管。,臺北市文山區木新路三段310巷4號2樓、2樓之1
SA116-0036,永建區民活動中心(暫停用),臺北市,文山區,華興里,臺北市文山區木柵路一段177號3樓之1,活動中心,Y,N,N,N,Y,N,N,N,無,162,773.37,薛湘瀅,02-29365522#207,薛湘瀅,02-29365522#207,區公所:預計114年拆除完畢。本府回復:同意暫時解除任務，俟新建後回任，本案持續列管。,臺北市文山區木柵路一段177號3樓之1
SA116-0037,忠順區民活動中心,臺北市,文山區,順興里,臺北市文山區忠順街2段22號2樓,活動中心,N,備用,N,備用,Y,Y,N,N,順興里,62,218.18,薛湘瀅,02-29365522#207,薛湘瀅,02-29365522#207,,臺北市文山區忠順街2段22號2樓
SA116-0038,景行區民活動中心,臺北市,文山區,景行里,臺北市文山區羅斯福路六段393號6~9樓,活動中心,Y,備用,N,備用,Y,Y,Y,N,景行里,123,794.56,王詩雲,02-29365522#204,王詩雲,02-29365522#204,,臺北市文山區羅斯福路六段393號6~9樓
SA116-0039,萬芳區民活動中心,臺北市,文山區,萬芳里,臺北市文山區萬美街一段51號3樓,活動中心,N,備用,N,備用,Y,Y,Y,N,萬芳里,166,794.04,薛湘瀅,02-29365522#207,薛湘瀅,02-29365522#207,,臺北市文山區萬美街一段51號3樓
SA116-0040,萬福區民活動中心,臺北市,文山區,萬和里,臺北市文山區萬隆街47之12號房屋地下層,活動中心,Y,備用,N,備用,Y,Y,Y,N,萬和里,99,396.69,王詩雲,02-29365522#204,王詩雲,02-29365522#204,,臺北市文山區萬隆街47之12號房屋地下層
SA116-0041,萬興區民活動中心,臺北市,文山區,萬興里,臺北市文山區萬壽路27號7樓,活動中心,Y,備用,N,備用,Y,Y,Y,N,萬興里,206,944.78,薛湘瀅,02-29365522#207,薛湘瀅,02-29365522#207,,臺北市文山區萬壽路27號7樓
SA116-0042,樟新區民活動中心,臺北市,文山區,樟新里,臺北市文山區一壽街22號9~10樓,活動中心,N,備用,N,備用,Y,Y,Y,N,樟新里,279,1442.1,薛湘瀅,02-29365522#207,薛湘瀅,02-29365522#207,,臺北市文山區一壽街22號9~10樓
SA116-0043,樟腳區民活動中心,臺北市,文山區,樟腳里,臺北市文山區恆光街45號7F~8F,活動中心,N,備用,N,備用,Y,Y,Y,N,樟腳里,97,704.87,薛湘瀅,02-29365522#207,薛湘瀅,02-29365522#207,,臺北市文山區恆光街45號7F~8F
SA116-0044,興隆區民活動中心,臺北市,文山區,興福里,臺北市文山區興隆路二段97號4樓,活動中心,N,備用,N,備用,Y,Y,Y,N,興福里,165,905,王詩雲,02-29365522#204,王詩雲,02-29365522#204,,臺北市文山區興隆路二段97號4樓
SA116-0045,博客停車場-政大場,臺北市,文山區,萬興里,臺北市文山區萬壽路27號地下一至二樓,市場/停車場,N,N,N,N,Y,Y,Y,N,全區,1029,3190.04,市場處市場輔導科紀金村,2550-5220#5010,市場處市場輔導科紀金村,2550-5220 #5010,萬興超市,臺北市文山區萬壽路27號地下一至二樓
SA116-0046,臺北市市場處萬和超市地下停車場,臺北市,文山區,萬和里,臺北市文山區萬隆街47之12號地下1層,市場/停車場,Y,N,N,N,Y,Y,Y,N,全區,338,735.61,市場處輔導科紀金村,02-2550-5220#5010,市場處輔導科紀金村,02-2550-5220#5010,萬和超市,臺北市文山區萬隆街47之12號地下1層
SA116-0047,臺北市立圖書館力行分館,臺北市,文山區,樟新里,臺北市文山區一壽街22號5-8樓,圖書館,N,N,N,N,Y,Y,Y,N,全區,197,788.6,分館主任：林佳穎,02-86612196,分館主任：林佳穎,02-86612196,,臺北市文山區一壽街22號5-8樓
SA116-0048,臺北市立圖書館文山分館,臺北市,文山區,興業里,臺北市文山區興隆路二段160號7-9樓,圖書館,Y,N,N,N,Y,Y,Y,N,全區,184,739.9,分館主任：宋南靜,02-29315339#9,分館主任：宋南靜,02-29315339#9,,臺北市文山區興隆路二段160號7-9樓
SA116-0049,臺北市立圖書館木柵分館,臺北市,文山區,木新里,臺北市文山區保儀路13巷3號3、4樓,圖書館,Y,N,N,N,Y,Y,Y,N,木柵里、木新里、順興里、樟腳里、忠順里、博嘉里、萬芳里、萬美里、明義里,119,1654.12,分館主任:曾湘惠,02-29397520,分館主任:曾湘惠,02-29397520,,臺北市文山區保儀路13巷3號3、4樓
SA116-0050,臺北市立圖書館景美分館,臺北市,文山區,萬年里,臺北市文山區羅斯福路五段176巷50號2-4樓,圖書館,N,N,N,N,Y,Y,Y,N,全區,183,733,分館主任：張瑞娟,02-29328457,分館主任：張瑞娟,02-29328457,,臺北市文山區羅斯福路五段176巷50號2-4樓
SA116-0051,臺北市立圖書館景新分館,臺北市,文山區,景行里,臺北市文山區景後街151號5-10樓,圖書館,N,N,N,N,Y,Y,Y,N,全區,264,1056,分館主任:黃婕瑜,02-29331244#9,分館主任:黃婕瑜,02-29331244#9,,臺北市文山區景後街151號5-10樓
SA116-0052,臺北市立圖書館萬興分館,臺北市,文山區,萬興里,臺北市文山區萬壽路27號4-5樓,圖書館,N,N,N,N,Y,Y,Y,N,全區,166,664,分館主任：洪錦惠,02-23345501,分館主任：洪錦惠,02-23345501,,臺北市文山區萬壽路27號4-5樓
SA116-0053,臺北市市場處興隆市場地下停車場,臺北市,文山區,興豐里,臺北市文山區興隆路二段97號,市場/停車場,N,N,N,N,Y,Y,Y,N,全區,439,1757,市場處市場科林佳穎,02-25505220#2145,市場處市場科林佳穎,02-25505220#2145,,臺北市文山區興隆路二段97號
SA116-0054,興業區民活動中心,臺北市,文山區,興業里,臺北市文山區興隆路二段160號10樓,活動中心,Y,備用,N,備用,Y,Y,Y,N,興業里,238,1097.96,王詩雲,02-29365522#204,王詩雲,02-29365522#204,,臺北市文山區興隆路二段160號10樓
SA116-0055,興豐區民活動中心,臺北市,文山區,興豐里,臺北市文山區興隆路二段95巷8號7~9樓,活動中心,N,備用,N,備用,Y,Y,Y,N,興豐里,103,558.99,王詩雲,02-29365522#204,王詩雲,02-29365522#204,,臺北市文山區興隆路二段95巷8號7~9樓
,,,,,倘有篩選者請記得復原,,,,,,,,,,,289266,,,,,,,倘有篩選者請記得復原
